Station Name,Measurement Timestamp,Air Temperature,Wind Speed,Barometric Pressure
63rd Street Weather Station,07/23/2015 01:00:00 PM,24.70,2.9,994.3
63rd Street Weather Station,07/23/2015 02:00:00 PM,24.20,3.2,994.1
63rd Street Weather Station,07/23/2015 03:00:00 PM,24.40,3.1,993.8
63rd Street Weather Station,07/23/2015 04:00:00 PM,23.90,1.4,993.6
63rd Street Weather Station,07/23/2015 05:00:00 PM,24.50,2.0,993.3
63rd Street Weather Station,07/23/2015 06:00:00 PM,24.60,1.7,993.0
63rd Street Weather Station,07/23/2015 07:00:00 PM,23.50,1.1,993.1
63rd Street Weather Station,07/23/2015 08:00:00 PM,23.00,0.0,993.2
63rd Street Weather Station,07/23/2015 09:00:00 PM,22.90,0.0,993.4
63rd Street Weather Station,07/23/2015 10:00:00 PM,23.30,1.2,993.5
63rd Street Weather Station,07/23/2015 11:00:00 PM,23.60,0.0,993.6
63rd Street Weather Station,07/23/2015 12:00:00 AM,23.20,0.8,993.3
63rd Street Weather Station,07/24/2015 01:00:00 AM,23.30,1.4,993.9
63rd Street Weather Station,07/24/2015 02:00:00 AM,23.40,1.6,993.9
63rd Street Weather Station,07/24/2015 03:00:00 AM,22.60,1.3,994.1
63rd Street Weather Station,07/24/2015 04:00:00 AM,22.00,1.4,994.0
63rd Street Weather Station,07/24/2015 05:00:00 AM,21.50,1.4,994.0
63rd Street Weather Station,07/24/2015 06:00:00 AM,21.60,1.9,994.6
63rd Street Weather Station,07/24/2015 07:00:00 AM,23.00,1.1,994.4
63rd Street Weather Station,07/24/2015 08:00:00 AM,25.10,0.7,994.6
63rd Street Weather Station,07/24/2015 09:00:00 AM,26.40,1.9,995.1
63rd Street Weather Station,07/24/2015 10:00:00 AM,27.40,1.6,995.1
63rd Street Weather Station,07/24/2015 11:00:00 AM,27.80,3.7,994.9
63rd Street Weather Station,07/24/2015 12:00:00 PM,27.80,2.9,994.7
63rd Street Weather Station,07/24/2015 01:00:00 PM,28.80,2.9,994.2
63rd Street Weather Station,07/24/2015 02:00:00 PM,29.20,3.2,993.5
63rd Street Weather Station,07/24/2015 03:00:00 PM,28.90,4.1,991.9
63rd Street Weather Station,07/24/2015 04:00:00 PM,28.80,4.2,991.1
63rd Street Weather Station,07/24/2015 05:00:00 PM,28.60,3.9,991.6
63rd Street Weather Station,07/24/2015 06:00:00 PM,28.80,2.5,991.6
63rd Street Weather Station,07/24/2015 07:00:00 PM,28.60,3.0,991.7
63rd Street Weather Station,07/24/2015 08:00:00 PM,27.70,2.9,991.7
63rd Street Weather Station,07/24/2015 09:00:00 PM,26.90,2.0,991.6
63rd Street Weather Station,07/24/2015 10:00:00 PM,26.20,2.7,991.5
63rd Street Weather Station,07/24/2015 11:00:00 PM,25.40,2.2,991.7
63rd Street Weather Station,07/24/2015 12:00:00 AM,23.30,1.1,993.6
63rd Street Weather Station,07/25/2015 01:00:00 AM,24.80,3.4,991.3
63rd Street Weather Station,07/25/2015 02:00:00 AM,24.80,4.2,990.8
63rd Street Weather Station,07/25/2015 03:00:00 AM,24.20,3.2,990.1
63rd Street Weather Station,07/25/2015 04:00:00 AM,24.10,2.7,990.8
63rd Street Weather Station,07/25/2015 05:00:00 AM,23.80,2.5,990.9
63rd Street Weather Station,07/25/2015 06:00:00 AM,23.70,3.3,991.4
63rd Street Weather Station,07/25/2015 07:00:00 AM,23.90,3.2,990.8
63rd Street Weather Station,07/25/2015 08:00:00 AM,24.80,3.1,990.9
63rd Street Weather Station,07/25/2015 09:00:00 AM,25.60,4.5,991.8
63rd Street Weather Station,07/25/2015 10:00:00 AM,27.20,3.7,991.3
63rd Street Weather Station,07/25/2015 11:00:00 AM,29.50,1.4,991.2
63rd Street Weather Station,07/25/2015 12:00:00 PM,30.00,2.6,990.9
63rd Street Weather Station,07/25/2015 01:00:00 PM,26.00,0.0,990.6
63rd Street Weather Station,07/25/2015 02:00:00 PM,26.40,2.3,990.2
63rd Street Weather Station,07/25/2015 03:00:00 PM,26.30,5.1,990.2
63rd Street Weather Station,07/25/2015 04:00:00 PM,25.80,3.9,990.2
63rd Street Weather Station,07/25/2015 05:00:00 PM,25.20,2.7,990.3
63rd Street Weather Station,07/25/2015 06:00:00 PM,24.70,1.3,990.7
63rd Street Weather Station,07/25/2015 07:00:00 PM,24.10,2.1,991.1
63rd Street Weather Station,07/25/2015 08:00:00 PM,23.50,2.3,991.8
63rd Street Weather Station,07/25/2015 09:00:00 PM,23.10,0.5,991.9
63rd Street Weather Station,07/25/2015 10:00:00 PM,22.80,1.3,991.9
63rd Street Weather Station,07/25/2015 11:00:00 PM,22.60,1.4,991.8
63rd Street Weather Station,07/25/2015 12:00:00 AM,24.90,2.1,991.6
63rd Street Weather Station,07/26/2015 03:00:00 AM,23.10,2.3,991.4
63rd Street Weather Station,07/26/2015 04:00:00 AM,22.70,3.0,991.1
63rd Street Weather Station,07/26/2015 05:00:00 AM,22.30,2.1,991.4
63rd Street Weather Station,07/26/2015 06:00:00 AM,22.40,1.1,991.5
63rd Street Weather Station,07/26/2015 07:00:00 AM,22.80,1.8,991.7
63rd Street Weather Station,07/26/2015 08:00:00 AM,23.10,1.7,992.2
63rd Street Weather Station,07/26/2015 09:00:00 AM,23.80,1.4,992.4
63rd Street Weather Station,07/26/2015 10:00:00 AM,23.90,1.8,992.5
63rd Street Weather Station,07/26/2015 11:00:00 AM,23.40,2.2,992.7
63rd Street Weather Station,07/26/2015 12:00:00 PM,23.20,1.4,992.5
63rd Street Weather Station,07/26/2015 01:00:00 PM,23.30,2.5,992.3
63rd Street Weather Station,07/26/2015 02:00:00 PM,23.60,0.9,992.1
63rd Street Weather Station,07/26/2015 03:00:00 PM,23.40,2.0,992.0
63rd Street Weather Station,07/26/2015 04:00:00 PM,23.60,2.6,991.9
63rd Street Weather Station,07/26/2015 05:00:00 PM,23.60,0.8,991.8
63rd Street Weather Station,07/26/2015 06:00:00 PM,23.60,2.3,991.5
63rd Street Weather Station,07/26/2015 07:00:00 PM,23.50,2.6,991.3
63rd Street Weather Station,07/26/2015 08:00:00 PM,23.50,2.6,991.3
63rd Street Weather Station,07/26/2015 09:00:00 PM,23.50,2.5,991.7
63rd Street Weather Station,07/26/2015 10:00:00 PM,23.40,2.4,992.1
63rd Street Weather Station,07/26/2015 11:00:00 PM,23.30,1.7,992.2
63rd Street Weather Station,07/26/2015 12:00:00 AM,22.50,0.8,991.3
63rd Street Weather Station,07/27/2015 01:00:00 AM,23.60,1.5,992.1
63rd Street Weather Station,07/27/2015 02:00:00 AM,23.20,1.1,991.8
63rd Street Weather Station,07/27/2015 03:00:00 AM,22.90,0.6,991.9
63rd Street Weather Station,07/27/2015 04:00:00 AM,22.80,1.4,992.2
63rd Street Weather Station,07/27/2015 05:00:00 AM,22.70,0.0,992.3
63rd Street Weather Station,07/27/2015 06:00:00 AM,22.70,0.0,992.7
63rd Street Weather Station,07/27/2015 07:00:00 AM,23.60,0.5,992.9
63rd Street Weather Station,07/27/2015 08:00:00 AM,23.80,0.8,993.5
63rd Street Weather Station,07/27/2015 09:00:00 AM,24.10,1.8,994.2
63rd Street Weather Station,07/27/2015 10:00:00 AM,24.50,2.8,994.4
63rd Street Weather Station,07/27/2015 11:00:00 AM,24.30,2.4,994.2
63rd Street Weather Station,07/27/2015 12:00:00 PM,24.60,3.3,994.0
63rd Street Weather Station,07/27/2015 01:00:00 PM,24.80,3.8,993.7
63rd Street Weather Station,07/27/2015 02:00:00 PM,24.70,2.0,993.7
63rd Street Weather Station,07/27/2015 03:00:00 PM,25.00,1.9,993.6
63rd Street Weather Station,07/27/2015 04:00:00 PM,25.10,2.1,993.4
63rd Street Weather Station,07/27/2015 05:00:00 PM,25.00,2.6,992.7
63rd Street Weather Station,07/27/2015 06:00:00 PM,24.80,2.9,992.6
63rd Street Weather Station,07/27/2015 07:00:00 PM,24.80,2.6,992.9
63rd Street Weather Station,07/27/2015 08:00:00 PM,24.50,2.8,993.1
63rd Street Weather Station,07/27/2015 09:00:00 PM,24.20,1.7,993.4
63rd Street Weather Station,07/27/2015 10:00:00 PM,24.30,2.7,994.1
63rd Street Weather Station,07/27/2015 11:00:00 PM,24.00,1.4,994.1
63rd Street Weather Station,07/27/2015 12:00:00 AM,23.70,1.7,992.1
63rd Street Weather Station,07/28/2015 01:00:00 AM,23.80,0.0,993.2
63rd Street Weather Station,07/28/2015 02:00:00 AM,23.50,0.0,993.3
63rd Street Weather Station,07/28/2015 03:00:00 AM,23.50,1.0,993.1
63rd Street Weather Station,07/28/2015 04:00:00 AM,23.70,0.5,992.9
63rd Street Weather Station,07/28/2015 05:00:00 AM,23.70,0.3,993.0
63rd Street Weather Station,07/28/2015 06:00:00 AM,23.50,0.0,993.2
63rd Street Weather Station,07/28/2015 07:00:00 AM,24.90,0.0,993.5
63rd Street Weather Station,07/28/2015 08:00:00 AM,25.80,0.5,993.7
63rd Street Weather Station,07/28/2015 09:00:00 AM,26.70,0.0,993.0
63rd Street Weather Station,07/28/2015 10:00:00 AM,26.30,0.3,992.9
63rd Street Weather Station,07/28/2015 11:00:00 AM,26.00,1.2,993.4
63rd Street Weather Station,07/28/2015 12:00:00 PM,26.30,3.1,992.8
63rd Street Weather Station,07/28/2015 01:00:00 PM,26.70,3.1,992.9
63rd Street Weather Station,07/28/2015 02:00:00 PM,27.20,3.5,992.3
63rd Street Weather Station,07/28/2015 03:00:00 PM,27.30,4.2,991.8
63rd Street Weather Station,07/28/2015 04:00:00 PM,26.60,2.6,989.9
63rd Street Weather Station,07/28/2015 05:00:00 PM,26.70,1.1,989.1
63rd Street Weather Station,07/28/2015 06:00:00 PM,27.00,0.9,990.3
63rd Street Weather Station,07/28/2015 07:00:00 PM,31.60,2.7,990.5
63rd Street Weather Station,07/28/2015 08:00:00 PM,30.80,1.5,990.7
63rd Street Weather Station,07/28/2015 09:00:00 PM,30.10,1.6,991.6
63rd Street Weather Station,07/28/2015 10:00:00 PM,29.40,1.4,991.6
63rd Street Weather Station,07/28/2015 11:00:00 PM,28.60,1.1,991.5
63rd Street Weather Station,07/28/2015 12:00:00 AM,23.60,0.0,993.6
63rd Street Weather Station,07/29/2015 01:00:00 AM,27.70,1.6,990.9
63rd Street Weather Station,07/29/2015 02:00:00 AM,27.80,2.2,990.6
63rd Street Weather Station,07/29/2015 03:00:00 AM,24.90,1.6,991.1
63rd Street Weather Station,07/29/2015 04:00:00 AM,24.30,1.9,991.0
63rd Street Weather Station,07/29/2015 05:00:00 AM,24.40,3.3,990.7
63rd Street Weather Station,07/29/2015 06:00:00 AM,24.50,3.3,991.2
63rd Street Weather Station,07/29/2015 07:00:00 AM,24.60,3.1,991.4
63rd Street Weather Station,07/29/2015 08:00:00 AM,25.20,3.3,992.1
63rd Street Weather Station,07/29/2015 09:00:00 AM,25.60,0.8,991.7
63rd Street Weather Station,07/29/2015 10:00:00 AM,27.00,2.1,992.3
63rd Street Weather Station,07/29/2015 05:00:00 PM,30.10,4.0,991.9
63rd Street Weather Station,07/29/2015 06:00:00 PM,29.40,3.9,992.0
63rd Street Weather Station,07/29/2015 11:00:00 PM,25.20,2.0,993.8
63rd Street Weather Station,07/29/2015 12:00:00 AM,27.90,0.6,992.0
63rd Street Weather Station,07/30/2015 02:00:00 AM,23.20,2.4,993.7
63rd Street Weather Station,07/30/2015 04:00:00 AM,22.20,2.3,994.1
63rd Street Weather Station,07/30/2015 09:00:00 PM,28.40,3.1,993.2
63rd Street Weather Station,07/30/2015 10:00:00 PM,27.60,3.4,993.5
63rd Street Weather Station,07/30/2015 11:00:00 PM,26.80,3.5,993.8
63rd Street Weather Station,07/30/2015 12:00:00 AM,24.60,1.7,994.1
63rd Street Weather Station,07/31/2015 01:00:00 AM,25.20,1.3,994.0
63rd Street Weather Station,07/31/2015 02:00:00 AM,24.50,1.3,994.4
63rd Street Weather Station,07/31/2015 03:00:00 AM,23.90,1.5,994.4
63rd Street Weather Station,07/31/2015 04:00:00 AM,23.40,3.1,994.2
63rd Street Weather Station,07/31/2015 05:00:00 AM,22.80,2.3,993.9
63rd Street Weather Station,07/31/2015 06:00:00 AM,22.40,2.7,993.8
63rd Street Weather Station,07/31/2015 07:00:00 AM,22.60,3.3,994.0
63rd Street Weather Station,07/31/2015 08:00:00 AM,24.40,2.1,994.1
63rd Street Weather Station,07/31/2015 09:00:00 AM,24.60,2.7,993.6
63rd Street Weather Station,07/31/2015 10:00:00 AM,26.60,3.5,993.4
63rd Street Weather Station,07/31/2015 11:00:00 AM,27.90,4.2,993.3
63rd Street Weather Station,07/31/2015 12:00:00 PM,29.50,3.4,992.5
63rd Street Weather Station,07/31/2015 01:00:00 PM,30.40,2.5,992.2
63rd Street Weather Station,07/31/2015 02:00:00 PM,30.10,7.4,991.8
63rd Street Weather Station,07/31/2015 03:00:00 PM,30.20,5.3,991.4
63rd Street Weather Station,07/31/2015 05:00:00 PM,29.60,3.7,991.2
63rd Street Weather Station,07/31/2015 06:00:00 PM,29.20,4.8,990.9
63rd Street Weather Station,07/31/2015 07:00:00 PM,28.60,3.0,991.1
63rd Street Weather Station,07/31/2015 09:00:00 PM,26.70,2.7,991.8
63rd Street Weather Station,07/31/2015 10:00:00 PM,25.60,0.6,992.2
63rd Street Weather Station,07/31/2015 11:00:00 PM,24.90,1.1,992.4
63rd Street Weather Station,07/31/2015 12:00:00 AM,26.00,2.0,993.8
63rd Street Weather Station,08/01/2015 01:00:00 AM,23.40,1.5,992.8
63rd Street Weather Station,08/01/2015 02:00:00 AM,22.50,1.8,992.9
63rd Street Weather Station,08/01/2015 03:00:00 AM,22.00,2.0,992.5
63rd Street Weather Station,08/01/2015 04:00:00 AM,21.20,2.2,992.7
63rd Street Weather Station,08/01/2015 05:00:00 AM,20.50,1.9,992.7
63rd Street Weather Station,08/01/2015 06:00:00 AM,20.20,2.2,993.0
63rd Street Weather Station,08/01/2015 07:00:00 AM,21.00,3.6,993.1
63rd Street Weather Station,08/01/2015 08:00:00 AM,22.90,2.9,993.1
63rd Street Weather Station,08/01/2015 09:00:00 AM,25.00,2.2,993.0
63rd Street Weather Station,08/01/2015 10:00:00 AM,26.50,2.6,992.8
63rd Street Weather Station,08/01/2015 11:00:00 AM,27.70,1.7,993.0
63rd Street Weather Station,08/01/2015 12:00:00 PM,27.70,5.5,992.8
63rd Street Weather Station,08/01/2015 01:00:00 PM,28.30,4.8,992.3
63rd Street Weather Station,08/01/2015 02:00:00 PM,29.40,3.5,991.6
63rd Street Weather Station,08/01/2015 03:00:00 PM,30.10,3.3,990.9
63rd Street Weather Station,08/01/2015 04:00:00 PM,30.40,3.6,990.5
63rd Street Weather Station,08/01/2015 05:00:00 PM,29.80,4.1,990.4
63rd Street Weather Station,08/01/2015 06:00:00 PM,29.20,5.8,989.9
63rd Street Weather Station,08/01/2015 07:00:00 PM,28.80,5.2,989.6
63rd Street Weather Station,08/01/2015 08:00:00 PM,27.90,5.4,989.8
63rd Street Weather Station,08/01/2015 09:00:00 PM,27.40,3.9,990.0
63rd Street Weather Station,08/01/2015 10:00:00 PM,26.70,3.8,990.2
63rd Street Weather Station,08/01/2015 11:00:00 PM,26.10,3.1,989.9
63rd Street Weather Station,08/01/2015 12:00:00 AM,24.30,1.2,992.6
63rd Street Weather Station,08/02/2015 02:00:00 AM,24.80,3.8,989.4
63rd Street Weather Station,08/02/2015 03:00:00 AM,24.30,3.7,989.3
63rd Street Weather Station,08/02/2015 04:00:00 AM,23.90,4.5,989.2
63rd Street Weather Station,08/02/2015 05:00:00 AM,23.20,2.2,989.0
63rd Street Weather Station,08/02/2015 06:00:00 AM,22.10,2.4,989.0
63rd Street Weather Station,08/02/2015 07:00:00 AM,22.20,2.4,988.7
63rd Street Weather Station,08/02/2015 08:00:00 AM,24.80,3.8,988.6
63rd Street Weather Station,08/02/2015 09:00:00 AM,26.30,4.1,988.4
63rd Street Weather Station,08/02/2015 10:00:00 AM,28.40,6.3,987.5
63rd Street Weather Station,08/02/2015 11:00:00 AM,30.30,5.0,987.3
63rd Street Weather Station,08/02/2015 12:00:00 PM,30.70,8.7,986.5
63rd Street Weather Station,08/02/2015 01:00:00 PM,32.10,6.1,986.3
63rd Street Weather Station,08/02/2015 02:00:00 PM,32.30,8.4,985.4
63rd Street Weather Station,08/02/2015 03:00:00 PM,31.70,6.2,984.8
63rd Street Weather Station,08/02/2015 04:00:00 PM,31.50,5.7,984.2
63rd Street Weather Station,08/02/2015 05:00:00 PM,32.00,8.9,982.9
63rd Street Weather Station,08/02/2015 06:00:00 PM,31.80,8.1,982.3
63rd Street Weather Station,08/02/2015 07:00:00 PM,31.30,7.2,982.2
63rd Street Weather Station,08/02/2015 08:00:00 PM,30.80,8.1,982.4
63rd Street Weather Station,08/02/2015 09:00:00 PM,30.20,6.9,982.3
63rd Street Weather Station,08/02/2015 10:00:00 PM,29.40,6.6,982.9
63rd Street Weather Station,08/02/2015 11:00:00 PM,22.20,8.1,983.1
63rd Street Weather Station,08/02/2015 12:00:00 AM,25.60,4.1,989.9
63rd Street Weather Station,08/03/2015 01:00:00 AM,19.80,2.9,985.1
63rd Street Weather Station,08/03/2015 02:00:00 AM,19.80,2.1,984.9
63rd Street Weather Station,08/03/2015 03:00:00 AM,20.70,2.2,984.8
63rd Street Weather Station,08/03/2015 04:00:00 AM,20.50,2.1,985.3
63rd Street Weather Station,08/03/2015 05:00:00 AM,20.50,2.3,985.9
63rd Street Weather Station,08/03/2015 06:00:00 AM,20.60,2.5,986.5
63rd Street Weather Station,08/03/2015 07:00:00 AM,21.90,1.6,987.0
63rd Street Weather Station,08/03/2015 08:00:00 AM,23.10,1.9,987.5
63rd Street Weather Station,08/03/2015 09:00:00 AM,23.60,3.4,987.7
63rd Street Weather Station,08/03/2015 10:00:00 AM,22.90,5.0,988.3
63rd Street Weather Station,08/03/2015 11:00:00 AM,22.90,2.0,988.4
63rd Street Weather Station,08/03/2015 12:00:00 PM,23.60,3.7,988.6
63rd Street Weather Station,08/03/2015 01:00:00 PM,23.20,4.5,988.4
63rd Street Weather Station,08/03/2015 02:00:00 PM,24.20,3.1,988.4
63rd Street Weather Station,08/03/2015 03:00:00 PM,24.70,1.6,988.3
63rd Street Weather Station,08/03/2015 04:00:00 PM,24.70,0.7,988.4
63rd Street Weather Station,08/03/2015 05:00:00 PM,25.90,1.6,988.4
63rd Street Weather Station,08/03/2015 06:00:00 PM,27.40,4.2,988.3
63rd Street Weather Station,08/03/2015 07:00:00 PM,26.70,4.2,988.3
63rd Street Weather Station,08/03/2015 08:00:00 PM,25.80,2.2,988.8
63rd Street Weather Station,08/03/2015 09:00:00 PM,25.20,2.1,989.5
63rd Street Weather Station,08/03/2015 10:00:00 PM,24.60,1.6,990.2
63rd Street Weather Station,08/03/2015 11:00:00 PM,23.50,2.1,990.4
63rd Street Weather Station,08/03/2015 12:00:00 AM,19.10,1.7,984.7
63rd Street Weather Station,08/04/2015 01:00:00 AM,22.30,2.1,990.4
63rd Street Weather Station,08/04/2015 02:00:00 AM,21.40,2.2,990.3
63rd Street Weather Station,08/04/2015 03:00:00 AM,20.70,1.6,990.2
63rd Street Weather Station,08/04/2015 04:00:00 AM,20.20,2.7,990.7
63rd Street Weather Station,08/04/2015 05:00:00 AM,19.70,2.3,990.9
63rd Street Weather Station,08/04/2015 06:00:00 AM,19.20,1.9,991.5
63rd Street Weather Station,08/04/2015 07:00:00 AM,20.10,2.1,991.8
63rd Street Weather Station,08/04/2015 08:00:00 AM,21.90,2.9,992.1
63rd Street Weather Station,08/04/2015 09:00:00 AM,23.60,2.6,992.4
63rd Street Weather Station,08/04/2015 10:00:00 AM,24.90,2.6,992.6
63rd Street Weather Station,08/04/2015 11:00:00 AM,25.40,3.7,992.5
63rd Street Weather Station,08/04/2015 12:00:00 PM,26.40,3.4,992.3
63rd Street Weather Station,08/04/2015 01:00:00 PM,26.50,3.4,992.3
63rd Street Weather Station,08/04/2015 02:00:00 PM,27.30,2.9,992.3
63rd Street Weather Station,08/04/2015 03:00:00 PM,28.00,1.2,992.3
63rd Street Weather Station,08/04/2015 04:00:00 PM,24.80,2.2,992.0
63rd Street Weather Station,08/04/2015 05:00:00 PM,24.50,0.9,992.0
63rd Street Weather Station,08/04/2015 06:00:00 PM,24.60,2.2,991.5
63rd Street Weather Station,08/04/2015 07:00:00 PM,24.00,2.9,991.3
63rd Street Weather Station,08/04/2015 08:00:00 PM,23.50,3.9,992.7
63rd Street Weather Station,08/04/2015 09:00:00 PM,22.70,2.2,993.7
63rd Street Weather Station,08/04/2015 10:00:00 PM,23.00,2.0,994.3
63rd Street Weather Station,08/04/2015 11:00:00 PM,22.80,0.7,994.5
63rd Street Weather Station,08/04/2015 12:00:00 AM,22.80,1.4,990.3
63rd Street Weather Station,08/05/2015 01:00:00 AM,21.90,1.2,994.4
63rd Street Weather Station,08/05/2015 02:00:00 AM,21.20,1.5,994.2
63rd Street Weather Station,08/05/2015 03:00:00 AM,20.20,0.5,994.1
63rd Street Weather Station,08/05/2015 04:00:00 AM,20.00,1.3,994.3
63rd Street Weather Station,08/05/2015 05:00:00 AM,19.60,1.9,994.7
63rd Street Weather Station,08/05/2015 06:00:00 AM,19.30,1.3,994.9
63rd Street Weather Station,08/05/2015 07:00:00 AM,21.20,1.1,995.1
63rd Street Weather Station,08/05/2015 08:00:00 AM,22.50,0.9,995.1
63rd Street Weather Station,08/05/2015 09:00:00 AM,24.40,0.5,995.2
63rd Street Weather Station,08/05/2015 10:00:00 AM,24.50,1.2,995.5
63rd Street Weather Station,08/05/2015 11:00:00 AM,24.10,1.1,995.5
63rd Street Weather Station,08/05/2015 12:00:00 PM,24.30,1.5,995.2
63rd Street Weather Station,08/05/2015 01:00:00 PM,24.70,3.7,995.0
63rd Street Weather Station,08/05/2015 02:00:00 PM,24.40,4.6,994.7
63rd Street Weather Station,08/05/2015 03:00:00 PM,24.00,5.3,994.5
63rd Street Weather Station,08/05/2015 04:00:00 PM,23.80,5.1,994.2
63rd Street Weather Station,08/05/2015 05:00:00 PM,23.70,5.3,994.1
63rd Street Weather Station,08/05/2015 09:00:00 PM,23.10,3.6,993.5
63rd Street Weather Station,08/05/2015 10:00:00 PM,22.80,2.5,993.6
63rd Street Weather Station,08/05/2015 11:00:00 PM,22.70,4.1,993.4
63rd Street Weather Station,08/05/2015 12:00:00 AM,22.50,1.0,994.6
63rd Street Weather Station,08/06/2015 01:00:00 AM,22.20,3.2,992.6
63rd Street Weather Station,08/06/2015 02:00:00 AM,22.50,2.6,992.2
63rd Street Weather Station,08/06/2015 03:00:00 AM,22.70,5.1,992.3
63rd Street Weather Station,08/06/2015 04:00:00 AM,22.60,5.3,992.3
63rd Street Weather Station,08/06/2015 05:00:00 AM,22.40,3.8,992.3
63rd Street Weather Station,08/06/2015 06:00:00 AM,22.30,3.9,992.4
63rd Street Weather Station,08/06/2015 07:00:00 AM,22.20,4.9,992.0
63rd Street Weather Station,08/06/2015 09:00:00 AM,22.40,1.3,992.1
63rd Street Weather Station,08/06/2015 11:00:00 AM,22.90,2.3,992.4
63rd Street Weather Station,08/06/2015 12:00:00 PM,23.20,2.3,992.5
63rd Street Weather Station,08/06/2015 01:00:00 PM,23.20,2.0,992.6
63rd Street Weather Station,08/06/2015 02:00:00 PM,23.30,3.9,992.2
63rd Street Weather Station,08/06/2015 03:00:00 PM,23.40,4.2,991.4
63rd Street Weather Station,08/06/2015 04:00:00 PM,23.50,2.4,991.3
63rd Street Weather Station,08/06/2015 05:00:00 PM,23.30,3.1,991.0
63rd Street Weather Station,08/06/2015 06:00:00 PM,23.30,2.4,990.7
63rd Street Weather Station,08/06/2015 07:00:00 PM,23.30,3.8,990.3
63rd Street Weather Station,08/06/2015 08:00:00 PM,23.10,4.3,990.7
63rd Street Weather Station,08/06/2015 09:00:00 PM,23.00,2.6,990.8
63rd Street Weather Station,08/06/2015 10:00:00 PM,23.10,1.9,991.0
63rd Street Weather Station,08/06/2015 11:00:00 PM,22.80,1.4,991.1
63rd Street Weather Station,08/06/2015 12:00:00 AM,22.40,3.2,993.1
63rd Street Weather Station,08/07/2015 01:00:00 AM,22.50,0.0,991.4
63rd Street Weather Station,08/07/2015 02:00:00 AM,22.40,1.6,991.1
63rd Street Weather Station,08/07/2015 03:00:00 AM,22.00,3.9,991.1
63rd Street Weather Station,08/07/2015 04:00:00 AM,21.20,2.1,991.0
63rd Street Weather Station,08/07/2015 05:00:00 AM,20.40,1.8,991.0
63rd Street Weather Station,08/07/2015 06:00:00 AM,19.90,1.9,991.4
63rd Street Weather Station,08/07/2015 07:00:00 AM,20.40,2.1,991.4
63rd Street Weather Station,08/07/2015 08:00:00 AM,21.40,2.9,991.5
63rd Street Weather Station,08/07/2015 09:00:00 AM,22.90,2.4,991.5
63rd Street Weather Station,08/07/2015 10:00:00 AM,23.90,3.3,991.4
63rd Street Weather Station,08/07/2015 11:00:00 AM,25.00,2.2,991.5
63rd Street Weather Station,08/07/2015 12:00:00 PM,25.00,0.8,991.2
63rd Street Weather Station,08/07/2015 01:00:00 PM,24.00,1.3,990.7
63rd Street Weather Station,08/07/2015 02:00:00 PM,24.20,4.2,990.1
63rd Street Weather Station,08/07/2015 03:00:00 PM,24.00,1.7,989.6
63rd Street Weather Station,08/07/2015 04:00:00 PM,24.60,3.0,989.1
63rd Street Weather Station,08/07/2015 05:00:00 PM,26.40,1.4,989.2
63rd Street Weather Station,08/07/2015 06:00:00 PM,27.60,3.0,988.9
63rd Street Weather Station,08/07/2015 07:00:00 PM,27.20,1.8,989.0
63rd Street Weather Station,08/07/2015 08:00:00 PM,26.80,2.7,988.7
63rd Street Weather Station,08/07/2015 09:00:00 PM,26.20,1.7,989.0
63rd Street Weather Station,08/07/2015 10:00:00 PM,25.50,1.9,989.3
63rd Street Weather Station,08/07/2015 11:00:00 PM,24.90,2.1,989.4
63rd Street Weather Station,08/07/2015 12:00:00 AM,22.70,1.4,991.4
63rd Street Weather Station,08/08/2015 01:00:00 AM,24.30,2.6,988.8
63rd Street Weather Station,08/08/2015 02:00:00 AM,23.70,2.5,988.3
63rd Street Weather Station,08/08/2015 03:00:00 AM,23.40,1.8,989.0
63rd Street Weather Station,08/08/2015 04:00:00 AM,23.40,2.2,989.5
63rd Street Weather Station,08/08/2015 05:00:00 AM,23.20,2.7,989.5
63rd Street Weather Station,08/08/2015 06:00:00 AM,23.20,3.0,990.0
63rd Street Weather Station,08/08/2015 07:00:00 AM,23.30,2.9,990.3
63rd Street Weather Station,08/08/2015 08:00:00 AM,23.90,4.0,990.5
63rd Street Weather Station,08/08/2015 09:00:00 AM,24.80,3.7,990.7
63rd Street Weather Station,08/08/2015 10:00:00 AM,26.20,1.7,990.9
63rd Street Weather Station,08/08/2015 11:00:00 AM,27.50,1.3,991.0
63rd Street Weather Station,08/08/2015 12:00:00 PM,25.30,2.6,991.1
63rd Street Weather Station,08/08/2015 01:00:00 PM,23.00,4.5,991.2
63rd Street Weather Station,08/08/2015 02:00:00 PM,23.00,3.0,991.3
63rd Street Weather Station,08/08/2015 03:00:00 PM,22.60,3.3,991.9
63rd Street Weather Station,08/08/2015 04:00:00 PM,22.80,3.7,991.6
63rd Street Weather Station,08/08/2015 05:00:00 PM,22.70,2.5,991.7
63rd Street Weather Station,08/08/2015 06:00:00 PM,22.70,2.2,991.9
63rd Street Weather Station,08/08/2015 07:00:00 PM,22.50,2.6,991.7
63rd Street Weather Station,08/08/2015 08:00:00 PM,22.40,1.4,991.7
63rd Street Weather Station,08/08/2015 09:00:00 PM,22.10,2.0,992.3
63rd Street Weather Station,08/08/2015 10:00:00 PM,22.00,2.5,992.5
63rd Street Weather Station,08/08/2015 11:00:00 PM,21.80,1.8,992.3
63rd Street Weather Station,08/08/2015 12:00:00 AM,24.70,2.1,989.4
